"","Trafikkregistreringspunkt","Navn","Vegreferanse","Fra","Til","År","Måned","Trafikkmengde","Konfidensintervall.start","Konfidensintervall.slutt","Dekningsgrad....","Antall.døgn.total","Antall.døgn.inkludert","Antall.døgn.ugyldig","Ikke.gyldig.lengde","Lengdekvalitetsgrad....","Felt","X..5.6m","X...5.6m","X5.6m...7.6m","X7.6m...12.5m","X12.5m...16.0m","X...16.0m","X16.0m...24.0m","X...24.0m"
"1","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,7069,6522,7616,"100",31,31,0,1,"100","1",6693,375,98,101,168,8,8,0
"2","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,7073,6553,7593,"100",31,31,0,1,"100","2",6690,382,99,106,169,8,8,0
"3","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,7072,6552,7592,"100",31,31,0,0,"100","Totalt i retning Tromsø",6689,382,99,106,169,8,8,0
"4","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,7070,6523,7617,"100",31,31,0,1,"100","Totalt i retning Kvaløya",6694,375,98,101,168,8,8,0
"5","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,14142,13076,15208,"100",31,31,0,2,"100","Totalt",13383,757,197,207,337,16,16,0
"6","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,7857,7350,8364,"100",28,28,0,1,"100","1",7456,401,102,106,178,14,14,0
"7","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,7853,7368,8338,"100",28,28,0,5,"99,9","2",7427,421,108,118,180,15,15,0
"8","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,7853,7368,8338,"100",28,28,0,5,"99,9","Totalt i retning Tromsø",7427,421,108,117,180,15,15,0
"9","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,7857,7350,8364,"100",28,28,0,1,"100","Totalt i retning Kvaløya",7455,401,102,106,178,14,14,0
"10","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,15710,14720,16700,"100",28,28,0,6,"100","Totalt",14883,822,211,223,358,29,29,0
"11","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,8112,7732,8492,"100",31,31,0,3,"100","1",7681,429,111,117,183,18,18,0
"12","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,8113,7741,8485,"100",31,31,0,1,"100","2",7682,430,109,119,184,18,18,0
"13","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,8113,7741,8485,"100",31,31,0,0,"100","Totalt i retning Tromsø",7682,430,109,119,184,18,18,0
"14","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,8112,7732,8492,"100",31,31,0,3,"100","Totalt i retning Kvaløya",7681,429,111,117,183,18,18,0
"15","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,16225,15474,16976,"100",31,31,0,3,"100","Totalt",15363,859,220,236,367,36,36,0
"16","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,7724,7076,8372,"100",30,30,0,1,"100","1",7342,381,96,110,160,14,14,0
"17","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,7715,7087,8343,"100",30,30,0,1,"100","2",7331,383,94,113,160,15,15,0
"18","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,7715,7087,8343,"100",30,30,0,1,"100","Totalt i retning Tromsø",7331,383,94,113,160,15,15,0
"19","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,7724,7076,8372,"100",30,30,0,1,"100","Totalt i retning Kvaløya",7342,381,96,110,160,14,14,0
"20","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,15439,14165,16713,"100",30,30,0,1,"100","Totalt",14674,764,191,224,320,29,29,0
"21","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,8516,7880,9152,"100",31,31,0,1,"100","1",8031,483,134,163,171,16,16,0
"22","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,8503,7918,9088,"100",31,31,0,1,"100","2",8024,478,127,164,171,16,16,0
"23","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,8503,7918,9088,"100",31,31,0,1,"100","Totalt i retning Tromsø",8024,478,127,164,171,16,16,0
"24","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,8516,7880,9152,"100",31,31,0,1,"100","Totalt i retning Kvaløya",8031,483,134,163,171,16,16,0
"25","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,17019,15800,18238,"100",31,31,0,2,"100","Totalt",16055,961,261,327,342,32,32,0
"26","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-06-01T00:00+02:00","2022-07-01T00:00+02:00",2022,6,9047,8482,9612,"100",30,30,0,4,"100","1",8442,601,183,220,181,17,17,0
"27","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-06-01T00:00+02:00","2022-07-01T00:00+02:00",2022,6,9003,8491,9515,"100",30,30,0,1,"100","2",8401,600,170,231,183,17,17,0
"28","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-06-01T00:00+02:00","2022-07-01T00:00+02:00",2022,6,9003,8491,9515,"100",30,30,0,1,"100","Totalt i retning Tromsø",8401,600,170,231,183,17,17,0
"29","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-06-01T00:00+02:00","2022-07-01T00:00+02:00",2022,6,9047,8482,9612,"100",30,30,0,4,"100","Totalt i retning Kvaløya",8442,601,183,220,181,17,17,0
"30","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-06-01T00:00+02:00","2022-07-01T00:00+02:00",2022,6,18050,16977,19123,"100",30,30,0,5,"100","Totalt",16843,1202,353,451,363,34,34,0
"31","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-07-01T00:00+02:00","2022-08-01T00:00+02:00",2022,7,6988,6582,7394,"100",31,31,0,1,"100","1",6498,489,161,184,132,11,11,0
"32","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-07-01T00:00+02:00","2022-08-01T00:00+02:00",2022,7,6919,6557,7281,"100",31,31,0,1,"100","2",6450,468,139,186,132,11,11,0
"33","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-07-01T00:00+02:00","2022-08-01T00:00+02:00",2022,7,6919,6557,7281,"100",31,31,0,1,"100","Totalt i retning Tromsø",6450,468,139,186,132,11,11,0
"34","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-07-01T00:00+02:00","2022-08-01T00:00+02:00",2022,7,6988,6582,7394,"100",31,31,0,1,"100","Totalt i retning Kvaløya",6498,489,161,184,132,11,11,0
"35","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-07-01T00:00+02:00","2022-08-01T00:00+02:00",2022,7,13907,13146,14668,"100",31,31,0,2,"100","Totalt",12948,957,300,370,264,22,22,0
"36","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-08-01T00:00+02:00","2022-09-01T00:00+02:00",2022,8,8409,7906,8912,"100",31,31,0,2,"100","1",7860,547,162,213,157,16,16,0
"37","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-08-01T00:00+02:00","2022-09-01T00:00+02:00",2022,8,8387,7925,8849,"100",31,31,0,1,"100","2",7854,531,147,212,156,16,16,0
"38","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-08-01T00:00+02:00","2022-09-01T00:00+02:00",2022,8,8387,7925,8849,"100",31,31,0,1,"100","Totalt i retning Tromsø",7854,531,147,212,156,16,16,0
"39","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-08-01T00:00+02:00","2022-09-01T00:00+02:00",2022,8,8409,7906,8912,"100",31,31,0,2,"100","Totalt i retning Kvaløya",7860,547,163,213,157,16,16,0
"40","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-08-01T00:00+02:00","2022-09-01T00:00+02:00",2022,8,16797,15835,17759,"100",31,31,0,4,"100","Totalt",15714,1078,309,425,313,31,31,0
"41","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-09-01T00:00+02:00","2022-10-01T00:00+02:00",2022,9,8820,8345,9295,"100",30,30,0,3,"100","1",8229,588,155,227,190,16,16,0
"42","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-09-01T00:00+02:00","2022-10-01T00:00+02:00",2022,9,8795,8362,9228,"100",30,30,0,0,"100","2",8212,583,149,227,192,16,16,0
"43","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-09-01T00:00+02:00","2022-10-01T00:00+02:00",2022,9,8795,8362,9228,"100",30,30,0,1,"100","Totalt i retning Tromsø",8211,583,149,227,192,16,16,0
"44","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-09-01T00:00+02:00","2022-10-01T00:00+02:00",2022,9,8821,8346,9296,"100",30,30,0,4,"100","Totalt i retning Kvaløya",8230,588,155,227,190,16,16,0
"45","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-09-01T00:00+02:00","2022-10-01T00:00+02:00",2022,9,17616,16711,18521,"100",30,30,0,4,"100","Totalt",16441,1171,304,454,382,31,31,0
"46","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-10-01T00:00+02:00","2022-11-01T00:00+01:00",2022,10,8181,7680,8682,"96,8",31,30,1,1,"100","1",7678,502,132,177,179,14,14,0
"47","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-10-01T00:00+02:00","2022-11-01T00:00+01:00",2022,10,8197,7736,8658,"96,8",31,30,1,1,"100","2",7697,499,126,178,180,14,14,0
"48","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-10-01T00:00+02:00","2022-11-01T00:00+01:00",2022,10,8197,7736,8658,"96,8",31,30,1,1,"100","Totalt i retning Tromsø",7697,499,126,178,180,14,14,0
"49","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-10-01T00:00+02:00","2022-11-01T00:00+01:00",2022,10,8181,7680,8682,"96,8",31,30,1,1,"100","Totalt i retning Kvaløya",7678,502,132,177,179,14,14,0
"50","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-10-01T00:00+02:00","2022-11-01T00:00+01:00",2022,10,16378,15417,17339,"96,8",31,30,1,2,"100","Totalt",15375,1001,258,355,359,28,28,0
"51","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-11-01T00:00+01:00","2022-12-01T00:00+01:00",2022,11,8180,7717,8643,"100",30,30,0,1,"100","1",7718,461,124,142,182,14,14,0
"52","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-11-01T00:00+01:00","2022-12-01T00:00+01:00",2022,11,8175,7744,8606,"100",30,30,0,0,"100","2",7717,458,121,142,182,14,14,0
"53","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-11-01T00:00+01:00","2022-12-01T00:00+01:00",2022,11,8175,7744,8606,"100",30,30,0,0,"100","Totalt i retning Tromsø",7717,458,121,142,182,14,14,0
"54","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-11-01T00:00+01:00","2022-12-01T00:00+01:00",2022,11,8180,7717,8643,"100",30,30,0,1,"100","Totalt i retning Kvaløya",7718,461,124,142,182,14,14,0
"55","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-11-01T00:00+01:00","2022-12-01T00:00+01:00",2022,11,16355,15462,17248,"100",30,30,0,1,"100","Totalt",15435,920,244,284,363,28,28,0
"56","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-12-01T00:00+01:00","2023-01-01T00:00+01:00",2022,12,7666,7043,8289,"100",31,31,0,1,"100","1",7291,374,102,104,159,9,9,0
"57","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-12-01T00:00+01:00","2023-01-01T00:00+01:00",2022,12,7661,7061,8261,"100",31,31,0,1,"100","2",7287,373,101,103,159,9,9,0
"58","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-12-01T00:00+01:00","2023-01-01T00:00+01:00",2022,12,7660,7060,8260,"100",31,31,0,0,"100","Totalt i retning Tromsø",7287,373,101,103,159,9,9,0
"59","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-12-01T00:00+01:00","2023-01-01T00:00+01:00",2022,12,7666,7043,8289,"100",31,31,0,1,"100","Totalt i retning Kvaløya",7291,374,102,105,159,9,9,0
"60","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2022-12-01T00:00+01:00","2023-01-01T00:00+01:00",2022,12,15327,14105,16549,"100",31,31,0,2,"100","Totalt",14578,747,203,208,319,18,18,0
"61","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-01-01T00:00+01:00","2023-02-01T00:00+01:00",2023,1,6821,6393,7249,"100",31,31,0,2,"100","1",6429,391,104,102,174,11,11,0
"62","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-01-01T00:00+01:00","2023-02-01T00:00+01:00",2023,1,6820,6408,7232,"100",31,31,0,0,"100","2",6423,396,106,106,174,11,11,0
"63","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-01-01T00:00+01:00","2023-02-01T00:00+01:00",2023,1,6819,6407,7231,"100",31,31,0,0,"100","Totalt i retning Tromsø",6422,396,106,106,174,11,11,0
"64","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-01-01T00:00+01:00","2023-02-01T00:00+01:00",2023,1,6822,6394,7250,"100",31,31,0,2,"100","Totalt i retning Kvaløya",6430,391,104,102,174,11,11,0
"65","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-01-01T00:00+01:00","2023-02-01T00:00+01:00",2023,1,13641,12801,14481,"100",31,31,0,2,"100","Totalt",12852,787,210,208,347,21,21,0
"66","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-02-01T00:00+01:00","2023-03-01T00:00+01:00",2023,2,7076,6571,7581,"100",28,28,0,1,"100","1",6668,407,112,107,176,12,12,0
"67","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-02-01T00:00+01:00","2023-03-01T00:00+01:00",2023,2,7073,6606,7540,"100",28,28,0,0,"100","2",6662,411,112,110,176,13,13,0
"68","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-02-01T00:00+01:00","2023-03-01T00:00+01:00",2023,2,7074,6607,7541,"100",28,28,0,1,"100","Totalt i retning Tromsø",6662,411,112,110,176,13,13,0
"69","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-02-01T00:00+01:00","2023-03-01T00:00+01:00",2023,2,7075,6570,7580,"100",28,28,0,1,"100","Totalt i retning Kvaløya",6668,407,111,107,176,12,12,0
"70","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-02-01T00:00+01:00","2023-03-01T00:00+01:00",2023,2,14149,13177,15121,"100",28,28,0,2,"100","Totalt",13330,817,224,217,352,25,25,0
"71","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-03-01T00:00+01:00","2023-04-01T00:00+02:00",2023,3,7330,6926,7734,"100",31,31,0,1,"100","1",6906,423,111,116,184,12,12,0
"72","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-03-01T00:00+01:00","2023-04-01T00:00+02:00",2023,3,7321,6937,7705,"100",31,31,0,1,"100","2",6885,435,115,123,184,13,13,0
"73","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-03-01T00:00+01:00","2023-04-01T00:00+02:00",2023,3,7321,6937,7705,"100",31,31,0,1,"100","Totalt i retning Tromsø",6886,435,115,123,184,13,13,0
"74","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-03-01T00:00+01:00","2023-04-01T00:00+02:00",2023,3,7329,6925,7733,"100",31,31,0,0,"100","Totalt i retning Kvaløya",6905,423,111,116,184,12,12,0
"75","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-03-01T00:00+01:00","2023-04-01T00:00+02:00",2023,3,14651,13865,15437,"100",31,31,0,2,"100","Totalt",13791,858,225,239,367,26,26,0
"76","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-04-01T00:00+02:00","2023-05-01T00:00+02:00",2023,4,6932,6271,7593,"86,7",30,26,1,1,"100","1",6570,361,90,103,159,10,10,0
"77","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-04-01T00:00+02:00","2023-05-01T00:00+02:00",2023,4,6946,6303,7589,"86,7",30,26,1,0,"100","2",6582,364,88,105,159,11,11,0
"78","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-04-01T00:00+02:00","2023-05-01T00:00+02:00",2023,4,6946,6303,7589,"86,7",30,26,1,0,"100","Totalt i retning Tromsø",6582,364,88,105,159,11,11,0
"79","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-04-01T00:00+02:00","2023-05-01T00:00+02:00",2023,4,6932,6271,7593,"86,7",30,26,1,1,"100","Totalt i retning Kvaløya",6570,361,90,103,159,10,10,0
"80","02636V1125920","Sandnessundbrua","FV862 S2D1 m609","2023-04-01T00:00+02:00","2023-05-01T00:00+02:00",2023,4,13878,12577,15179,"86,7",30,26,1,2,"100","Totalt",13151,725,178,208,318,21,21,0
"81","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,2252,2029,2475,"100",31,31,0,20,"99,1","1",2149,83,30,38,8,7,7,0
"82","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,2341,1999,2683,"100",31,31,0,83,"96,5","2",1908,350,29,48,251,23,21,2
"83","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,6057,5252,6862,"100",31,31,0,5,"99,9","3",5903,148,53,75,11,9,9,0
"84","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,5606,4924,6288,"100",31,31,0,286,"94,9","4",4840,480,127,83,222,48,43,5
"85","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,2476,2162,2790,"100",31,31,0,1,"100","6",2148,327,83,57,183,3,3,0
"86","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,10422,9094,11750,"100",31,31,0,370,"96,4","Totalt i retning Langnestunnelen",8896,1157,239,188,656,74,67,7
"87","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,8310,7297,9323,"100",31,31,0,26,"99,7","Totalt i retning Hamna",8052,232,83,114,19,17,16,1
"88","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-01-01T00:00+01:00","2022-02-01T00:00+01:00",2022,1,18732,16392,21072,"100",31,31,0,395,"97,9","Totalt",16948,1389,322,301,675,91,83,8
"89","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,2311,2115,2507,"100",28,28,0,19,"99,2","1",2200,91,30,46,8,8,8,0
"90","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,2491,2181,2801,"100",28,28,0,94,"96,2","2",2037,360,27,52,254,27,24,3
"91","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,6564,5846,7282,"100",28,28,0,5,"99,9","3",6406,153,55,75,12,11,11,0
"92","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,5913,5321,6505,"100",28,28,0,315,"94,7","4",5090,508,136,86,229,57,51,6
"93","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,2718,2425,3011,"100",28,28,0,0,"100","6",2381,337,83,62,189,3,3,0
"94","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,11121,9934,12308,"100",28,28,0,408,"96,3","Totalt i retning Langnestunnelen",9508,1205,246,200,672,88,79,9
"95","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,8877,7976,9778,"100",28,28,0,27,"99,7","Totalt i retning Hamna",8606,244,84,121,20,20,19,1
"96","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-02-01T00:00+01:00","2022-03-01T00:00+01:00",2022,2,19998,17913,22083,"100",28,28,0,435,"97,8","Totalt",18114,1450,330,321,692,107,97,10
"97","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,2301,2119,2483,"100",31,31,0,27,"98,8","1",2180,94,32,46,7,8,8,0
"98","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,2538,2241,2835,"100",31,31,0,88,"96,5","2",2080,370,31,54,257,28,25,3
"99","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,6856,6182,7530,"100",31,31,0,6,"99,9","3",6699,151,57,69,13,12,12,0
"100","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,6191,5626,6756,"100",31,31,0,270,"95,6","4",5359,562,179,86,238,60,52,8
"101","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,2861,2597,3125,"100",31,31,0,1,"100","6",2514,346,90,61,191,5,5,0
"102","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,11589,10476,12702,"100",31,31,0,358,"96,9","Totalt i retning Langnestunnelen",9953,1278,299,200,686,92,81,11
"103","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,9158,8322,9994,"100",31,31,0,34,"99,6","Totalt i retning Hamna",8879,245,90,115,20,20,19,1
"104","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-03-01T00:00+01:00","2022-04-01T00:00+02:00",2022,3,20747,18801,22693,"100",31,31,0,392,"98,1","Totalt",18832,1522,389,315,707,113,101,12
"105","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,2166,1889,2443,"100",30,30,0,27,"98,8","1",2066,74,26,32,7,8,8,0
"106","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,2295,1892,2698,"100",30,30,0,71,"96,9","2",1895,329,25,45,236,22,19,3
"107","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,6528,5530,7526,"100",30,30,0,6,"99,9","3",6384,138,51,66,12,9,9,0
"108","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,5877,5034,6720,"100",30,30,0,235,"96","4",5110,532,174,78,224,56,49,7
"109","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,2741,2335,3147,"100",30,30,0,1,"100","6",2432,308,84,45,174,4,4,0
"110","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,10914,9273,12555,"100",30,30,0,307,"97,2","Totalt i retning Langnestunnelen",9437,1170,283,169,635,83,73,10
"111","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,8694,7439,9949,"100",30,30,0,33,"99,6","Totalt i retning Hamna",8450,211,76,98,18,18,17,1
"112","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-04-01T00:00+02:00","2022-05-01T00:00+02:00",2022,4,19608,16714,22502,"100",30,30,0,340,"98,3","Totalt",17887,1381,360,268,653,101,90,11
"113","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,2425,2161,2689,"100",31,31,0,31,"98,7","1",2298,95,33,46,7,10,9,1
"114","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,2477,2078,2876,"100",31,31,0,93,"96,2","2",2016,369,31,56,253,28,24,4
"115","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,6874,5918,7830,"100",31,31,0,10,"99,9","3",6696,168,69,76,12,11,11,0
"116","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,6204,5415,6993,"100",31,31,0,312,"95","4",5302,590,197,99,228,65,56,9
"117","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,2972,2567,3377,"100",31,31,0,1,"100","6",2625,347,97,64,182,4,4,0
"118","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,11652,10071,13233,"100",31,31,0,404,"96,5","Totalt i retning Langnestunnelen",9942,1305,326,218,664,97,84,13
"119","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,9300,8092,10508,"100",31,31,0,42,"99,5","Totalt i retning Hamna",8994,263,102,122,19,21,20,1
"120","14843V1125937","Giæverbukta nord","EV8 S1D10 m31","2022-05-01T00:00+02:00","2022-06-01T00:00+02:00",2022,5,20952,18164,23740,"100",31,31,0,447,"97,9","Totalt",18937,1569,428,340,683,118,104,14
